,CreationDate,item_ID,Mes,Cnt,Vol,Stock,ExecDate
92,2021-09-29,181.022.000009,шт,4,0.125,СЗ,2021-12-21
93,2021-09-29,160.346.000038,шт,4,0.0063,СЗ,2021-12-21
94,2021-09-29,161.346.000119,шт,2,0.028,СЗ,2021-12-21
95,2021-09-29,161.346.000120,шт,2,0.028,СЗ,2021-12-21
96,2021-09-29,161.346.000134,шт,2,0.028,СЗ,2021-12-21
97,2021-09-29,161.346.000135,шт,2,0.028,СЗ,2021-12-21
98,2021-09-29,161.346.000107,шт,1,0.011914,СЗ,2021-12-21
99,2021-09-29,161.346.000108,шт,1,0.011914,СЗ,2021-12-21
100,2021-09-29,161.346.000128,шт,3,0.021888,СЗ,2021-12-21
101,2021-09-29,161.346.000129,шт,3,0.021888,СЗ,2021-12-21
102,2021-09-29,161.346.000130,шт,1,0.021888,СЗ,2021-12-21
103,2021-09-29,161.346.000131,шт,1,0.021888,СЗ,2021-12-21
104,2021-09-29,161.346.000136,шт,2,0.071331,СЗ,2021-12-21
105,2021-09-29,161.346.000137,шт,2,0.071331,СЗ,2021-12-21
106,2021-09-29,161.346.000132,шт,2,0.071331,СЗ,2021-12-21
107,2021-09-29,161.346.000133,шт,2,0.071331,СЗ,2021-12-21
108,2021-09-29,157.346.000114,шт,2,1.98,СЗ,2021-12-21
109,2021-09-29,157.346.000101,шт,2,0.81282,СЗ,2021-12-21
110,2021-09-29,157.346.000126,шт,2,1.98,СЗ,2021-12-21
111,2021-09-29,157.346.000120,шт,6,0.8512,СЗ,2021-12-21
112,2021-09-29,157.346.000122,шт,3,0.81282,СЗ,2021-12-21
113,2021-09-29,157.346.000125,шт,3,1.9701,СЗ,2021-12-21
114,2021-09-29,238.022.000060,м,3000,0.000199174,СЗ,2021-12-21
115,2021-09-29,181.346.000357,шт,14,0.000952,СЗ,2021-12-21
116,2021-09-29,239.022.000060,м,700,0.000159072749,СЗ,2021-12-21
117,2021-09-29,181.022.000001,шт,18,0.00874,СЗ,2021-12-21
118,2021-09-29,244.022.000028,шт,7,3.027e-05,СЗ,2021-12-21
119,2021-09-29,244.022.000029,шт,6,0.01156,СЗ,2021-12-21
120,2021-09-29,244.022.000030,шт,1,0.0136675,СЗ,2021-12-21
121,2021-09-29,161.346.000100,шт,53,0.02204,СЗ,2021-12-21
122,2021-09-29,161.346.000099,шт,53,0.02204,СЗ,2021-12-21
123,2021-09-29,157.346.000096,шт,17,0.0482448,СЗ,2021-12-21
124,2021-09-29,157.346.000097,шт,89,0.0552,СЗ,2021-12-21
125,2021-09-29,160.346.000040,шт,10,0.0432,СЗ,2021-12-21
126,2021-09-29,160.346.000041,шт,2,0.035264,СЗ,2021-12-21
127,2021-09-29,161.346.000115,шт,23,0.01064,СЗ,2021-12-21
128,2021-09-29,161.346.000116,шт,23,0.01064,СЗ,2021-12-21
129,2021-09-29,161.346.000118,шт,21,0.011396,СЗ,2021-12-21
130,2021-09-29,161.346.000117,шт,21,0.011396,СЗ,2021-12-21
131,2021-09-29,157.346.000107,шт,86,0.047859,СЗ,2021-12-21
132,2021-09-29,157.346.000108,шт,2,0.19355,СЗ,2021-12-21
133,2021-09-29,249.022.000011,шт,282,5.6e-05,СЗ,2021-12-21
134,2021-09-29,181.346.000357,шт,300,0.000952,СЗ,2021-12-21
135,2021-09-29,239.022.000060,м,5300,0.000159072749,СЗ,2021-12-21
136,2021-09-29,181.022.000001,шт,110,0.00874,СЗ,2021-12-21
137,2021-09-29,244.022.000028,шт,46,3.027e-05,СЗ,2021-12-21
138,2021-09-29,244.022.000029,шт,69,0.01156,СЗ,2021-12-21
139,2021-09-29,244.022.000030,шт,39,0.0136675,СЗ,2021-12-21
140,2021-09-29,242.346.001015,м,3900,1.6e-05,СЗ,2021-12-21
141,2021-09-29,161.346.000102,шт,2,0.039117,СЗ,2021-12-21
142,2021-09-29,161.346.000101,шт,2,0.039117,СЗ,2021-12-21
143,2021-09-29,157.346.000096,шт,2,0.0482448,СЗ,2021-12-21
144,2021-09-29,157.346.000097,шт,2,0.0552,СЗ,2021-12-21
145,2021-09-29,249.022.000011,шт,8,5.6e-05,СЗ,2021-12-21
146,2021-09-29,181.346.000357,шт,8,0.000952,СЗ,2021-12-21
147,2021-09-29,239.022.000060,м,200,0.000159072749,СЗ,2021-12-21
148,2021-09-29,181.022.000001,шт,6,0.00874,СЗ,2021-12-21
149,2021-09-29,244.022.000028,шт,4,3.027e-05,СЗ,2021-12-21
150,2021-09-29,244.022.000029,шт,4,0.01156,СЗ,2021-12-21
151,2021-09-29,161.346.000102,шт,34,0.039117,СЗ,2021-12-21
152,2021-09-29,161.346.000101,шт,34,0.039117,СЗ,2021-12-21
153,2021-09-29,157.346.000096,шт,6,0.0482448,СЗ,2021-12-21
154,2021-09-29,157.346.000097,шт,17,0.0552,СЗ,2021-12-21
155,2021-09-29,157.346.000098,шт,45,0.196,СЗ,2021-12-21
156,2021-09-29,249.022.000011,шт,68,5.6e-05,СЗ,2021-12-21
157,2021-09-29,181.346.000357,шт,68,0.000952,СЗ,2021-12-21
158,2021-09-29,189.022.001652,шт,68,4.48e-06,СЗ,2021-12-21
159,2021-09-29,239.022.000060,м,3400,0.000159072749,СЗ,2021-12-21
160,2021-09-29,181.022.000001,шт,72,0.00874,СЗ,2021-12-21
161,2021-09-29,244.022.000028,шт,14,3.027e-05,СЗ,2021-12-21
162,2021-09-29,244.022.000029,шт,18,0.01156,СЗ,2021-12-21
163,2021-09-29,244.022.000030,шт,14,0.0136675,СЗ,2021-12-21
164,2021-09-29,242.346.001015,м,2600,1.6e-05,СЗ,2021-12-21
165,2021-09-29,161.346.000102,шт,2,0.039117,СЗ,2021-12-21
166,2021-09-29,161.346.000101,шт,2,0.039117,СЗ,2021-12-21
167,2021-09-29,157.346.000097,шт,3,0.0552,СЗ,2021-12-21
168,2021-09-29,157.346.000098,шт,1,0.196,СЗ,2021-12-21
169,2021-09-29,249.022.000011,шт,4,5.6e-05,СЗ,2021-12-21
170,2021-09-29,181.346.000357,шт,4,0.000952,СЗ,2021-12-21
171,2021-09-29,189.022.001652,шт,4,4.48e-06,СЗ,2021-12-21
172,2021-09-29,239.022.000060,м,200,0.000159072749,СЗ,2021-12-21
173,2021-09-29,181.022.000001,шт,4,0.00874,СЗ,2021-12-21
174,2021-09-29,244.022.000028,шт,2,3.027e-05,СЗ,2021-12-21
175,2021-09-29,244.022.000029,шт,2,0.01156,СЗ,2021-12-21
176,2021-09-29,160.346.000044,шт,3,0.125,СЗ,2021-12-21
177,2021-09-29,249.022.000011,шт,6,5.6e-05,СЗ,2021-12-21
178,2021-09-29,161.346.000100,шт,3,0.02204,СЗ,2021-12-21
179,2021-09-29,161.346.000099,шт,3,0.02204,СЗ,2021-12-21
180,2021-09-29,157.346.000097,шт,2,0.0552,СЗ,2021-12-21
181,2021-09-29,157.346.000098,шт,4,0.196,СЗ,2021-12-21
182,2021-09-29,249.022.000011,шт,4,5.6e-05,СЗ,2021-12-21
183,2021-09-29,160.346.000047,шт,2,,СЗ,2021-12-21
184,2021-09-29,160.346.000048,шт,2,0.125,СЗ,2021-12-21
185,2021-09-29,160.346.000049,шт,2,0.125,СЗ,2021-12-21
186,2021-09-29,160.346.000050,шт,2,0.125,СЗ,2021-12-21
187,2021-09-29,181.022.000027,шт,4,,СЗ,2021-12-21
188,2021-09-29,157.346.000149,шт,2,0.72,СЗ,2021-12-21
189,2021-09-29,157.346.000150,шт,2,2.592,СЗ,2021-12-21
190,2021-09-29,181.022.000016,шт,4,0.06,СЗ,2021-12-21
191,2021-09-29,181.022.000026,шт,4,0.125,СЗ,2021-12-21
192,2021-09-29,181.022.000025,шт,4,0.125,СЗ,2021-12-21
193,2021-09-29,181.022.000018,шт,2,0.00264,СЗ,2021-12-21
194,2021-09-29,238.022.000060,м,796,0.000199174,СЗ,2021-12-21
195,2021-09-29,169.022.000118,шт,8,0.0001,СЗ,2021-12-21
196,2021-09-29,241.022.000048,м,40,6.75e-05,СЗ,2021-12-21
197,2021-09-29,249.022.000011,шт,6,5.6e-05,СЗ,2021-12-21
198,2021-09-29,181.346.000357,шт,12,0.000952,СЗ,2021-12-21
199,2021-09-29,239.022.000060,м,300,0.000159072749,СЗ,2021-12-21
200,2021-09-29,181.022.000001,шт,8,0.00874,СЗ,2021-12-21
201,2021-09-29,244.022.000029,шт,4,0.01156,СЗ,2021-12-21
202,2021-09-29,244.022.000030,шт,2,0.0136675,СЗ,2021-12-21
203,2021-09-29,249.022.000011,шт,4,5.6e-05,СЗ,2021-12-21
204,2021-09-29,181.022.000018,шт,2,0.00264,СЗ,2021-12-21
205,2021-09-29,238.022.000060,м,800,0.000199174,СЗ,2021-12-21
206,2021-09-29,169.022.000118,шт,8,0.0001,СЗ,2021-12-21
207,2021-09-29,241.022.000048,м,40,6.75e-05,СЗ,2021-12-21
208,2021-09-29,161.346.000163,шт,4,,СЗ,2021-12-21
209,2021-09-29,161.346.000164,шт,4,0.125,СЗ,2021-12-21
210,2021-09-29,181.022.000020,шт,4,0.125,СЗ,2021-12-21
211,2021-09-29,157.346.000143,шт,2,1.62,СЗ,2021-12-21
212,2021-09-29,181.022.000009,шт,4,0.125,СЗ,2021-12-21
213,2021-09-29,181.022.000021,шт,4,0.012321,СЗ,2021-12-21
214,2021-09-29,181.022.000022,шт,4,0.000128,СЗ,2021-12-21
215,2021-09-29,249.022.000011,шт,4,5.6e-05,СЗ,2021-12-21
216,2021-09-29,181.022.000018,шт,2,0.00264,СЗ,2021-12-21
217,2021-09-29,238.022.000060,м,480,0.000199174,СЗ,2021-12-21
218,2021-09-29,169.022.000118,шт,8,0.0001,СЗ,2021-12-21
219,2021-09-29,241.022.000048,м,40,6.75e-05,СЗ,2021-12-21
220,2021-09-29,161.346.000163,шт,4,,СЗ,2021-12-21
221,2021-09-29,161.346.000164,шт,4,0.125,СЗ,2021-12-21
222,2021-09-29,181.022.000020,шт,4,0.125,СЗ,2021-12-21
223,2021-09-29,157.346.000143,шт,2,1.62,СЗ,2021-12-21
224,2021-09-29,181.022.000009,шт,4,0.125,СЗ,2021-12-21
225,2021-09-29,181.022.000021,шт,4,0.012321,СЗ,2021-12-21
226,2021-09-29,181.022.000022,шт,4,0.000128,СЗ,2021-12-21
227,2021-09-29,249.022.000011,шт,4,5.6e-05,СЗ,2021-12-21
228,2021-09-29,181.022.000018,шт,2,0.00264,СЗ,2021-12-21
229,2021-09-29,238.022.000060,м,724,0.000199174,СЗ,2021-12-21
230,2021-09-29,169.022.000118,шт,8,0.0001,СЗ,2021-12-21
231,2021-09-29,241.022.000048,м,40,6.75e-05,СЗ,2021-12-21
232,2021-09-29,181.022.000009,шт,4,0.125,СЗ,2021-12-21
233,2021-09-29,181.022.000021,шт,4,0.012321,СЗ,2021-12-21
234,2021-09-29,181.022.000022,шт,4,0.000128,СЗ,2021-12-21
235,2021-09-29,157.346.000151,шт,4,,СЗ,2021-12-21
236,2021-09-29,249.022.000011,шт,4,5.6e-05,СЗ,2021-12-21
237,2021-09-29,181.022.000018,шт,2,0.00264,СЗ,2021-12-21
238,2021-09-29,238.022.000060,м,610,0.000199174,СЗ,2021-12-21
239,2021-09-29,169.022.000118,шт,8,0.0001,СЗ,2021-12-21
240,2021-09-29,241.022.000048,м,40,6.75e-05,СЗ,2021-12-21
241,2021-09-29,161.346.000163,шт,2,,СЗ,2021-12-21
242,2021-09-29,157.346.000143,шт,2,1.62,СЗ,2021-12-21
243,2021-09-29,181.022.000009,шт,6,0.125,СЗ,2021-12-21
244,2021-09-29,181.022.000021,шт,4,0.012321,СЗ,2021-12-21
245,2021-09-29,181.022.000022,шт,6,0.000128,СЗ,2021-12-21
246,2021-09-29,181.022.000028,шт,2,0.125,СЗ,2021-12-21
247,2021-09-29,157.346.000151,шт,1,,СЗ,2021-12-21
248,2021-09-29,249.022.000011,шт,2,5.6e-05,СЗ,2021-12-21
249,2021-09-29,181.022.000018,шт,2,0.00264,СЗ,2021-12-21
250,2021-09-29,238.022.000060,м,512,0.000199174,СЗ,2021-12-21
251,2021-09-29,169.022.000118,шт,4,0.0001,СЗ,2021-12-21
252,2021-09-29,241.022.000048,м,20,6.75e-05,СЗ,2021-12-21
253,2021-09-29,161.346.000163,шт,4,,СЗ,2021-12-21
254,2021-09-29,161.346.000164,шт,4,0.125,СЗ,2021-12-21
255,2021-09-29,181.022.000020,шт,4,0.125,СЗ,2021-12-21
256,2021-09-29,157.346.000143,шт,2,1.62,СЗ,2021-12-21
257,2021-09-29,181.022.000009,шт,4,0.125,СЗ,2021-12-21
258,2021-09-29,181.022.000021,шт,4,0.012321,СЗ,2021-12-21
259,2021-09-29,181.022.000022,шт,2,0.000128,СЗ,2021-12-21
260,2021-09-29,160.346.000038,шт,2,0.0063,СЗ,2021-12-21
261,2021-09-29,160.346.000040,шт,4,0.0432,СЗ,2021-12-21
262,2021-09-29,161.346.000112,шт,2,0.050625,СЗ,2021-12-21
263,2021-09-29,161.346.000111,шт,2,0.050625,СЗ,2021-12-21
264,2021-09-29,157.346.000104,шт,2,0.19355,СЗ,2021-12-21
265,2021-09-29,157.346.000105,шт,2,0.8246,СЗ,2021-12-21
266,2021-09-29,238.022.000060,м,100,0.000199174,СЗ,2021-12-21
267,2021-09-29,160.346.000046,шт,2,0.117351,СЗ,2021-12-21
268,2021-09-29,160.346.000046,шт,2,0.117351,СЗ,2021-12-21
269,2021-09-29,160.346.000046,шт,2,0.117351,СЗ,2021-12-21
270,2021-09-29,160.346.000046,шт,2,0.117351,СЗ,2021-12-21
271,2021-09-29,160.346.000046,шт,2,0.117351,СЗ,2021-12-21
272,2021-09-29,160.346.000046,шт,1,0.117351,СЗ,2021-12-21
273,2021-09-29,160.346.000039,шт,76,0.062127,СЗ,
274,2021-09-26,160.346.000040,шт,2,0.0432,У,2021-12-16
275,2021-09-26,238.022.000060,м,100,0.000199174,У,2021-12-16
276,2021-09-26,157.346.000101,шт,2,0.81282,У,2021-12-16
277,2021-09-26,157.346.000104,шт,2,0.19355,У,2021-12-16
278,2021-09-26,161.346.000109,шт,1,0.01078,У,2021-12-16
279,2021-09-26,161.346.000110,шт,1,0.01078,У,2021-12-16
280,2021-09-26,161.346.000100,шт,11,0.02204,У,2021-12-16
281,2021-09-26,161.346.000099,шт,11,0.02204,У,2021-12-16
282,2021-09-26,160.346.000044,шт,1,0.125,У,2021-12-16
283,2021-09-26,249.022.000011,шт,22,5.6e-05,У,2021-12-16
284,2021-09-26,239.022.000060,м,1100,0.000159072749,У,2021-12-16
285,2021-09-26,181.022.000001,шт,28,0.00874,У,2021-12-16
286,2021-09-26,244.022.000028,шт,5,3.027e-05,У,2021-12-16
287,2021-09-26,244.022.000029,шт,9,0.01156,У,2021-12-16
288,2021-09-26,244.022.000030,шт,5,0.0136675,У,2021-12-16
289,2021-09-26,242.346.001015,м,3,1.6e-05,У,2021-12-16
290,2021-09-26,157.346.000097,шт,8,0.0552,У,2021-12-16
291,2021-09-26,157.346.000098,шт,14,0.196,У,2021-12-16
292,2021-09-26,157.346.000104,шт,2,0.19355,У,2021-12-16
293,2021-09-26,161.346.000100,шт,17,0.02204,У,2021-12-16
294,2021-09-26,161.346.000099,шт,17,0.02204,У,2021-12-16
295,2021-09-26,160.346.000044,шт,1,0.125,У,2021-12-16
296,2021-09-26,160.346.000045,шт,16,0.03764475,У,2021-12-16
297,2021-09-26,249.022.000011,шт,34,5.6e-05,У,2021-12-16
298,2021-09-26,239.022.000060,м,1700,0.000159072749,У,2021-12-16
299,2021-09-26,181.022.000001,шт,40,0.00874,У,2021-12-16
300,2021-09-26,244.022.000028,шт,6,3.027e-05,У,2021-12-16
301,2021-09-26,244.022.000029,шт,10,0.01156,У,2021-12-16
302,2021-09-26,244.022.000030,шт,6,0.0136675,У,2021-12-16
303,2021-09-26,242.346.001015,м,1000,1.6e-05,У,2021-12-16
304,2021-09-26,157.346.000096,шт,3,0.0482448,У,2021-12-16
305,2021-09-26,157.346.000097,шт,25,0.0552,У,2021-12-16
306,2021-09-26,157.346.000098,шт,6,0.196,У,2021-12-16
307,2021-09-26,160.346.000041,шт,6,0.035264,У,2021-12-16
308,2021-09-26,238.022.000060,м,900,0.000199174,У,2021-12-16
309,2021-09-26,157.346.000113,шт,6,0.801724,У,2021-12-16
310,2021-09-26,161.346.000120,шт,6,0.028,У,2021-12-16
311,2021-09-26,161.346.000119,шт,6,0.028,У,2021-12-16
312,2021-09-26,161.346.000100,шт,9,0.02204,У,2021-12-16
313,2021-09-26,161.346.000099,шт,9,0.02204,У,2021-12-16
314,2021-09-26,160.346.000044,шт,11,0.125,У,2021-12-16
315,2021-09-26,249.022.000011,шт,18,5.6e-05,У,2021-12-16
316,2021-09-26,239.022.000060,м,900,0.000159072749,У,2021-12-16
317,2021-09-26,181.022.000001,шт,40,0.00874,У,2021-12-16
318,2021-09-26,244.022.000029,шт,8,0.01156,У,2021-12-16
319,2021-09-26,244.022.000030,шт,7,0.0136675,У,2021-12-16
320,2021-09-26,242.346.001015,м,300,1.6e-05,У,2021-12-16
321,2021-09-26,157.346.000097,шт,16,0.0552,У,2021-12-16
322,2021-09-26,157.346.000098,шт,2,0.196,У,2021-12-16
323,2021-09-26,160.346.000040,шт,2,0.0432,У,2021-12-16
324,2021-09-26,160.346.000041,шт,2,0.035264,У,2021-12-16
325,2021-09-26,238.022.000060,м,700,0.000199174,У,2021-12-16
326,2021-09-26,157.346.000113,шт,2,0.801724,У,2021-12-16
327,2021-09-26,157.346.000147,шт,2,0.216,У,2021-12-16
328,2021-09-26,161.346.000139,шт,1,0.04368,У,2021-12-16
329,2021-09-26,161.346.000138,шт,1,0.04368,У,2021-12-16
330,2021-09-26,161.346.000120,шт,3,0.028,У,2021-12-16
331,2021-09-26,161.346.000119,шт,3,0.028,У,2021-12-16
332,2021-09-26,157.346.000148,шт,2,1.62,У,2021-12-16
333,2021-09-26,160.346.000045,шт,118,0.03764475,У,2021-12-16
334,2021-09-26,239.022.000060,м,5900,0.000159072749,У,2021-12-16
335,2021-09-26,181.022.000001,шт,126,0.00874,У,2021-12-16
336,2021-09-26,244.022.000028,шт,18,3.027e-05,У,2021-12-16
337,2021-09-26,244.022.000029,шт,30,0.01156,У,2021-12-16
338,2021-09-26,244.022.000030,шт,19,0.0136675,У,2021-12-16
339,2021-09-26,242.346.001015,м,3600,1.6e-05,У,2021-12-16
340,2021-09-26,157.346.000097,шт,81,0.0552,У,2021-12-16
341,2021-09-26,157.346.000098,шт,37,0.196,У,2021-12-16
342,2021-09-26,161.346.000102,шт,59,0.039117,У,2021-12-16
343,2021-09-26,161.346.000101,шт,59,0.039117,У,2021-12-16
344,2021-09-26,160.346.000041,шт,8,0.035264,У,2021-12-16
345,2021-09-26,181.022.000004,шт,8,0.00874,У,2021-12-16
346,2021-09-26,161.346.000128,шт,1,0.021888,У,2021-12-16
347,2021-09-26,161.346.000129,шт,1,0.021888,У,2021-12-16
348,2021-09-26,161.346.000130,шт,1,0.021888,У,2021-12-16
349,2021-09-26,161.346.000131,шт,1,0.021888,У,2021-12-16
350,2021-09-26,157.346.000124,шт,2,7.4041,У,2021-12-16
351,2021-09-26,157.346.000120,шт,2,0.8512,У,2021-12-16
352,2021-09-26,238.022.000060,м,1200,0.000199174,У,2021-12-16
353,2021-09-26,157.346.000111,шт,2,0.81282,У,2021-12-16
354,2021-09-26,157.346.000128,шт,2,1.9701,У,2021-12-16
355,2021-09-26,161.346.000139,шт,2,0.04368,У,2021-12-16
356,2021-09-26,161.346.000138,шт,2,0.04368,У,2021-12-16
357,2021-09-26,161.346.000106,шт,2,0.04368,У,2021-12-16
358,2021-09-26,161.346.000105,шт,2,0.04368,У,2021-12-16
359,2021-09-26,160.346.000040,шт,2,0.0432,У,2021-12-16
360,2021-09-26,238.022.000060,м,100,0.000199174,У,2021-12-16
361,2021-09-26,161.346.000109,шт,1,0.01078,У,2021-12-16
362,2021-09-26,161.346.000110,шт,1,0.01078,У,2021-12-16
363,2021-09-26,161.346.000100,шт,20,0.02204,У,2021-12-16
364,2021-09-26,161.346.000099,шт,20,0.02204,У,2021-12-16
365,2021-09-26,249.022.000011,шт,40,5.6e-05,У,2021-12-16
366,2021-09-26,239.022.000060,м,2000,0.000159072749,У,2021-12-16
367,2021-09-26,181.022.000001,шт,88,0.00874,У,2021-12-16
368,2021-09-26,244.022.000029,шт,17,0.01156,У,2021-12-16
369,2021-09-26,244.022.000030,шт,12,0.0136675,У,2021-12-16
370,2021-09-26,242.346.001015,м,1000,1.6e-05,У,2021-12-16
371,2021-09-26,157.346.000097,шт,30,0.0552,У,2021-12-16
372,2021-09-26,157.346.000098,шт,10,0.196,У,2021-12-16
373,2021-09-26,160.346.000040,шт,2,0.0432,У,2021-12-16
