,CreationDate,ExecDate,Date,Stock,item_ID,Cnt,difference
397,2020-12-17,2021-03-18,2021-06-08,СЗ,144.022.000663,1.0,82 days
398,2020-12-17,2021-03-18,2021-06-15,СЗ,144.022.000663,1.0,89 days
399,2020-12-17,2021-03-18,2021-06-15,СЗ,144.022.000663,1.0,89 days
400,2020-12-17,2021-03-18,2021-06-21,СЗ,144.022.000663,1.0,95 days
401,2020-12-17,2021-03-18,2021-06-21,СЗ,144.022.000663,1.0,95 days
402,2020-12-17,2021-03-18,2021-06-21,СЗ,144.022.000663,1.0,95 days
403,2020-12-17,2021-03-18,2021-06-21,СЗ,144.022.000663,1.0,95 days
404,2020-12-17,2021-03-18,2021-06-25,СЗ,144.022.000663,1.0,99 days
405,2020-12-17,2021-03-18,2021-06-25,СЗ,144.022.000663,1.0,99 days
406,2020-12-17,2021-03-18,2021-06-29,СЗ,144.022.000663,1.0,103 days
407,2020-12-17,2021-03-18,2021-06-29,СЗ,144.022.000663,1.0,103 days
408,2020-12-17,2021-03-18,2021-06-30,СЗ,144.022.000663,1.0,104 days
409,2020-12-17,2021-03-18,2021-06-30,СЗ,144.022.000663,1.0,104 days
410,2020-12-17,2021-03-18,2021-06-30,СЗ,144.022.000663,1.0,104 days
411,2020-12-17,2021-03-18,2021-06-30,СЗ,144.022.000663,1.0,104 days
412,2020-12-17,2021-03-18,2021-09-21,СЗ,144.022.000663,1.0,187 days
413,2020-12-17,2021-03-18,2021-09-21,СЗ,144.022.000663,1.0,187 days
414,2020-12-17,2021-03-18,2021-10-22,СЗ,144.022.000663,1.0,218 days
415,2020-12-17,2021-03-18,2021-10-22,СЗ,144.022.000663,1.0,218 days
416,2020-12-17,2021-03-18,2021-10-22,СЗ,144.022.000663,1.0,218 days
417,2020-12-17,2021-03-18,2021-10-22,СЗ,144.022.000663,1.0,218 days
418,2020-12-17,2021-03-18,2021-11-12,СЗ,144.022.000663,1.0,239 days
419,2020-12-17,2021-03-18,2021-11-12,СЗ,144.022.000663,1.0,239 days
420,2020-12-17,2021-03-18,2021-12-07,СЗ,144.022.000663,1.0,264 days
421,2020-12-17,2021-03-18,2021-12-07,СЗ,144.022.000663,1.0,264 days
422,2020-12-17,2021-03-18,2021-12-30,СЗ,144.022.000663,1.0,287 days
423,2020-12-17,2021-03-18,2021-12-30,СЗ,144.022.000663,1.0,287 days
424,2020-12-17,2021-03-18,2021-12-30,СЗ,144.022.000663,1.0,287 days
425,2020-12-17,2021-03-18,2021-12-30,СЗ,144.022.000663,1.0,287 days
426,2020-12-17,2021-03-18,2021-12-30,СЗ,144.022.000663,1.0,287 days
427,2020-12-17,2021-03-18,2021-12-30,СЗ,144.022.000663,1.0,287 days
428,2019-11-11,2020-12-15,2020-01-30,СЗ,144.022.000668,3.0,-320 days
429,2019-11-11,2020-12-15,2020-05-15,СЗ,144.022.000668,3.0,-214 days
430,2019-11-11,2020-12-15,2020-06-10,СЗ,144.022.000668,3.0,-188 days
431,2019-11-11,2020-12-15,2020-06-23,СЗ,144.022.000668,3.0,-175 days
432,2019-11-11,2020-12-15,2020-06-23,СЗ,144.022.000668,3.0,-175 days
433,2019-11-11,2020-12-15,2020-06-23,СЗ,144.022.000668,3.0,-175 days
434,2019-11-11,2020-12-15,2020-06-25,СЗ,144.022.000668,3.0,-173 days
435,2019-11-11,2020-12-15,2020-06-25,СЗ,144.022.000668,3.0,-173 days
436,2019-11-11,2020-12-15,2020-07-02,СЗ,144.022.000668,3.0,-166 days
437,2019-11-11,2020-12-15,2020-07-06,СЗ,144.022.000668,3.0,-162 days
438,2019-11-11,2020-12-15,2020-07-06,СЗ,144.022.000668,3.0,-162 days
439,2019-11-11,2020-12-15,2020-07-09,СЗ,144.022.000668,3.0,-159 days
440,2019-11-11,2020-12-15,2020-07-09,СЗ,144.022.000668,3.0,-159 days
441,2019-11-11,2020-12-15,2020-07-13,СЗ,144.022.000668,3.0,-155 days
442,2019-11-11,2020-12-15,2020-07-13,СЗ,144.022.000668,3.0,-155 days
443,2019-11-11,2020-12-15,2020-08-04,СЗ,144.022.000668,3.0,-133 days
444,2019-11-11,2020-12-15,2020-08-21,СЗ,144.022.000668,3.0,-116 days
445,2019-11-11,2020-12-15,2020-09-07,СЗ,144.022.000668,3.0,-99 days
446,2019-11-11,2020-12-15,2020-09-14,СЗ,144.022.000668,3.0,-92 days
447,2019-11-11,2020-12-15,2020-09-16,СЗ,144.022.000668,3.0,-90 days
448,2019-11-11,2020-12-15,2020-10-02,СЗ,144.022.000668,3.0,-74 days
449,2019-11-11,2020-12-15,2020-10-28,СЗ,144.022.000668,3.0,-48 days
450,2019-11-11,2020-12-15,2020-10-28,СЗ,144.022.000668,3.0,-48 days
451,2019-11-11,2020-12-15,2020-11-09,СЗ,144.022.000668,3.0,-36 days
452,2019-11-11,2020-12-15,2020-11-10,СЗ,144.022.000668,3.0,-35 days
453,2019-11-11,2020-12-15,2020-11-11,СЗ,144.022.000668,3.0,-34 days
454,2019-11-11,2020-12-15,2020-11-11,СЗ,144.022.000668,3.0,-34 days
455,2019-11-11,2020-12-15,2020-11-12,СЗ,144.022.000668,3.0,-33 days
456,2019-11-11,2020-12-15,2020-11-12,СЗ,144.022.000668,3.0,-33 days
457,2019-11-11,2020-12-15,2020-11-13,СЗ,144.022.000668,3.0,-32 days
458,2019-11-11,2020-12-15,2020-11-13,СЗ,144.022.000668,3.0,-32 days
459,2019-11-11,2020-12-15,2020-11-16,СЗ,144.022.000668,3.0,-29 days
460,2019-11-11,2020-12-15,2020-11-16,СЗ,144.022.000668,3.0,-29 days
461,2019-11-11,2020-12-15,2020-11-17,СЗ,144.022.000668,3.0,-28 days
462,2019-11-11,2020-12-15,2020-11-17,СЗ,144.022.000668,3.0,-28 days
463,2019-11-11,2020-12-15,2020-11-20,СЗ,144.022.000668,3.0,-25 days
464,2019-11-11,2020-12-15,2020-11-23,СЗ,144.022.000668,3.0,-22 days
465,2019-11-11,2020-12-15,2020-11-23,СЗ,144.022.000668,3.0,-22 days
466,2019-11-11,2020-12-15,2020-11-24,СЗ,144.022.000668,3.0,-21 days
467,2019-11-11,2020-12-15,2020-11-24,СЗ,144.022.000668,3.0,-21 days
468,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000668,3.0,-19 days
469,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000668,3.0,-19 days
470,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000668,3.0,-19 days
471,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000668,3.0,-19 days
472,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000668,3.0,-19 days
473,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000668,3.0,-19 days
474,2019-11-11,2020-12-15,2020-11-27,СЗ,144.022.000668,3.0,-18 days
475,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15 days
476,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15 days
477,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15 days
478,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15 days
479,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15 days
480,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15 days
481,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15 days
482,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11 days
483,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11 days
484,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11 days
485,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11 days
486,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11 days
487,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11 days
488,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11 days
489,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000668,3.0,-8 days
490,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000668,3.0,-8 days
491,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000668,3.0,-8 days
492,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000668,3.0,-8 days
493,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000668,3.0,-8 days
494,2019-11-11,2020-12-15,2020-12-08,СЗ,144.022.000668,3.0,-7 days
495,2019-11-11,2020-12-15,2020-12-08,СЗ,144.022.000668,3.0,-7 days
496,2019-11-11,2020-12-15,2020-12-08,СЗ,144.022.000668,3.0,-7 days
497,2019-11-11,2020-12-15,2020-12-10,СЗ,144.022.000668,3.0,-5 days
498,2019-11-11,2020-12-15,2020-12-21,СЗ,144.022.000668,3.0,6 days
499,2019-11-11,2020-12-15,2021-01-29,СЗ,144.022.000668,3.0,45 days
500,2019-11-11,2020-12-15,2021-05-07,СЗ,144.022.000668,3.0,143 days
501,2019-11-11,2020-12-15,2021-06-07,СЗ,144.022.000668,3.0,174 days
502,2019-11-11,2020-12-15,2021-06-08,СЗ,144.022.000668,3.0,175 days
503,2019-11-11,2020-12-15,2021-06-10,СЗ,144.022.000668,3.0,177 days
504,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000668,3.0,178 days
505,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000668,3.0,178 days
506,2019-11-11,2020-12-15,2021-06-17,СЗ,144.022.000668,3.0,184 days
507,2019-11-11,2020-12-15,2021-06-17,СЗ,144.022.000668,3.0,184 days
508,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000668,3.0,188 days
509,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000668,3.0,188 days
510,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000668,3.0,188 days
511,2019-11-11,2020-12-15,2021-06-25,СЗ,144.022.000668,3.0,192 days
512,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196 days
513,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196 days
514,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196 days
515,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196 days
516,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196 days
517,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196 days
518,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196 days
519,2019-11-11,2020-12-15,2021-07-28,СЗ,144.022.000668,3.0,225 days
520,2019-11-11,2020-12-15,2021-08-16,СЗ,144.022.000668,3.0,244 days
521,2019-11-11,2020-12-15,2021-08-17,СЗ,144.022.000668,3.0,245 days
522,2019-11-11,2020-12-15,2021-08-20,СЗ,144.022.000668,3.0,248 days
523,2019-11-11,2020-12-15,2021-09-30,СЗ,144.022.000668,3.0,289 days
524,2019-11-11,2020-12-15,2021-09-30,СЗ,144.022.000668,3.0,289 days
525,2019-11-11,2020-12-15,2021-10-21,СЗ,144.022.000668,3.0,310 days
526,2019-11-11,2020-12-15,2021-10-22,СЗ,144.022.000668,3.0,311 days
527,2019-11-11,2020-12-15,2021-10-26,СЗ,144.022.000668,3.0,315 days
528,2019-11-11,2020-12-15,2021-11-12,СЗ,144.022.000668,3.0,332 days
529,2019-11-11,2020-12-15,2021-12-14,СЗ,144.022.000668,3.0,364 days
530,2019-11-11,2020-12-15,2021-12-14,СЗ,144.022.000668,3.0,364 days
531,2019-11-11,2020-12-15,2021-12-21,СЗ,144.022.000668,3.0,371 days
532,2019-11-11,2020-12-15,2021-12-30,СЗ,144.022.000668,3.0,380 days
533,2019-11-11,2020-12-15,2021-12-30,СЗ,144.022.000668,3.0,380 days
534,2019-11-11,2020-12-15,2021-12-30,СЗ,144.022.000668,3.0,380 days
535,2019-08-21,2020-12-15,2020-02-03,СЗ,144.022.000636,3.0,-316 days
536,2019-08-21,2020-12-15,2020-02-21,СЗ,144.022.000636,3.0,-298 days
537,2019-08-21,2020-12-15,2020-03-20,СЗ,144.022.000636,3.0,-270 days
538,2019-08-21,2020-12-15,2020-03-23,СЗ,144.022.000636,3.0,-267 days
539,2019-08-21,2020-12-15,2020-06-08,СЗ,144.022.000636,3.0,-190 days
540,2019-08-21,2020-12-15,2020-06-08,СЗ,144.022.000636,3.0,-190 days
541,2019-08-21,2020-12-15,2020-06-22,СЗ,144.022.000636,3.0,-176 days
542,2019-08-21,2020-12-15,2020-06-22,СЗ,144.022.000636,3.0,-176 days
543,2019-08-21,2020-12-15,2020-07-23,СЗ,144.022.000636,3.0,-145 days
544,2019-08-21,2020-12-15,2020-12-07,СЗ,144.022.000636,3.0,-8 days
545,2019-08-21,2020-12-15,2020-12-22,СЗ,144.022.000636,3.0,7 days
546,2019-08-21,2020-12-15,2021-12-24,СЗ,144.022.000636,3.0,374 days
550,2020-02-20,2020-12-15,2020-03-05,СЗ,145.022.000027,12.0,-285 days
553,2020-02-12,2020-12-15,2021-10-25,СЗ,145.022.000023,6.0,314 days
554,2020-02-12,2020-12-15,2021-10-25,СЗ,145.022.000023,6.0,314 days
560,2021-11-02,2022-12-01,2021-11-03,У,238.179.000005,500.0,-393 days
561,2021-11-02,2022-12-01,2021-11-29,У,238.179.000005,500.0,-367 days
562,2021-11-02,2022-12-01,2021-11-29,У,238.179.000005,500.0,-367 days
566,2019-11-11,2020-12-15,2020-02-14,СЗ,144.022.000662,1.0,-305 days
567,2019-11-11,2020-12-15,2020-02-20,СЗ,144.022.000662,1.0,-299 days
568,2019-11-11,2020-12-15,2020-02-20,СЗ,144.022.000662,1.0,-299 days
569,2019-11-11,2020-12-15,2020-03-06,СЗ,144.022.000662,1.0,-284 days
570,2019-11-11,2020-12-15,2020-03-20,СЗ,144.022.000662,1.0,-270 days
571,2019-11-11,2020-12-15,2020-03-31,СЗ,144.022.000662,1.0,-259 days
572,2019-11-11,2020-12-15,2020-05-15,СЗ,144.022.000662,1.0,-214 days
573,2019-11-11,2020-12-15,2020-06-08,СЗ,144.022.000662,1.0,-190 days
574,2019-11-11,2020-12-15,2020-06-10,СЗ,144.022.000662,1.0,-188 days
575,2019-11-11,2020-12-15,2020-06-23,СЗ,144.022.000662,1.0,-175 days
576,2019-11-11,2020-12-15,2020-06-23,СЗ,144.022.000662,1.0,-175 days
577,2019-11-11,2020-12-15,2020-06-25,СЗ,144.022.000662,1.0,-173 days
578,2019-11-11,2020-12-15,2020-06-25,СЗ,144.022.000662,1.0,-173 days
579,2019-11-11,2020-12-15,2020-06-25,СЗ,144.022.000662,1.0,-173 days
580,2019-11-11,2020-12-15,2020-07-02,СЗ,144.022.000662,1.0,-166 days
581,2019-11-11,2020-12-15,2020-07-06,СЗ,144.022.000662,1.0,-162 days
582,2019-11-11,2020-12-15,2020-07-06,СЗ,144.022.000662,1.0,-162 days
583,2019-11-11,2020-12-15,2020-07-09,СЗ,144.022.000662,1.0,-159 days
584,2019-11-11,2020-12-15,2020-07-09,СЗ,144.022.000662,1.0,-159 days
585,2019-11-11,2020-12-15,2020-07-13,СЗ,144.022.000662,1.0,-155 days
586,2019-11-11,2020-12-15,2020-07-13,СЗ,144.022.000662,1.0,-155 days
587,2019-11-11,2020-12-15,2020-08-21,СЗ,144.022.000662,1.0,-116 days
588,2019-11-11,2020-12-15,2020-09-07,СЗ,144.022.000662,1.0,-99 days
589,2019-11-11,2020-12-15,2020-09-16,СЗ,144.022.000662,1.0,-90 days
590,2019-11-11,2020-12-15,2020-10-02,СЗ,144.022.000662,1.0,-74 days
591,2019-11-11,2020-12-15,2020-10-28,СЗ,144.022.000662,1.0,-48 days
592,2019-11-11,2020-12-15,2020-10-28,СЗ,144.022.000662,1.0,-48 days
593,2019-11-11,2020-12-15,2020-11-09,СЗ,144.022.000662,1.0,-36 days
594,2019-11-11,2020-12-15,2020-11-10,СЗ,144.022.000662,1.0,-35 days
595,2019-11-11,2020-12-15,2020-11-11,СЗ,144.022.000662,1.0,-34 days
596,2019-11-11,2020-12-15,2020-11-11,СЗ,144.022.000662,1.0,-34 days
597,2019-11-11,2020-12-15,2020-11-11,СЗ,144.022.000662,1.0,-34 days
598,2019-11-11,2020-12-15,2020-11-12,СЗ,144.022.000662,1.0,-33 days
599,2019-11-11,2020-12-15,2020-11-12,СЗ,144.022.000662,1.0,-33 days
600,2019-11-11,2020-12-15,2020-11-13,СЗ,144.022.000662,1.0,-32 days
601,2019-11-11,2020-12-15,2020-11-13,СЗ,144.022.000662,1.0,-32 days
602,2019-11-11,2020-12-15,2020-11-13,СЗ,144.022.000662,1.0,-32 days
603,2019-11-11,2020-12-15,2020-11-16,СЗ,144.022.000662,1.0,-29 days
604,2019-11-11,2020-12-15,2020-11-16,СЗ,144.022.000662,1.0,-29 days
605,2019-11-11,2020-12-15,2020-11-16,СЗ,144.022.000662,1.0,-29 days
606,2019-11-11,2020-12-15,2020-11-16,СЗ,144.022.000662,1.0,-29 days
607,2019-11-11,2020-12-15,2020-11-17,СЗ,144.022.000662,1.0,-28 days
608,2019-11-11,2020-12-15,2020-11-17,СЗ,144.022.000662,1.0,-28 days
609,2019-11-11,2020-12-15,2020-11-20,СЗ,144.022.000662,1.0,-25 days
610,2019-11-11,2020-12-15,2020-11-23,СЗ,144.022.000662,1.0,-22 days
611,2019-11-11,2020-12-15,2020-11-23,СЗ,144.022.000662,1.0,-22 days
612,2019-11-11,2020-12-15,2020-11-24,СЗ,144.022.000662,1.0,-21 days
613,2019-11-11,2020-12-15,2020-11-24,СЗ,144.022.000662,1.0,-21 days
614,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19 days
615,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19 days
616,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19 days
617,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19 days
618,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19 days
619,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19 days
620,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19 days
621,2019-11-11,2020-12-15,2020-11-27,СЗ,144.022.000662,1.0,-18 days
622,2019-11-11,2020-12-15,2020-11-27,СЗ,144.022.000662,1.0,-18 days
623,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15 days
624,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15 days
625,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15 days
626,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15 days
627,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15 days
628,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15 days
629,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15 days
630,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11 days
631,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11 days
632,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11 days
633,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11 days
634,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11 days
635,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11 days
636,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11 days
637,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8 days
638,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8 days
639,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8 days
640,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8 days
641,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8 days
642,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8 days
643,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8 days
644,2019-11-11,2020-12-15,2020-12-08,СЗ,144.022.000662,1.0,-7 days
645,2019-11-11,2020-12-15,2020-12-08,СЗ,144.022.000662,1.0,-7 days
646,2019-11-11,2020-12-15,2020-12-08,СЗ,144.022.000662,1.0,-7 days
647,2019-11-11,2020-12-15,2020-12-10,СЗ,144.022.000662,1.0,-5 days
648,2019-11-11,2020-12-15,2020-12-21,СЗ,144.022.000662,1.0,6 days
649,2019-11-11,2020-12-15,2021-02-09,СЗ,144.022.000662,1.0,56 days
650,2019-11-11,2020-12-15,2021-02-10,СЗ,144.022.000662,1.0,57 days
651,2019-11-11,2020-12-15,2021-02-10,СЗ,144.022.000662,1.0,57 days
652,2019-11-11,2020-12-15,2021-02-10,СЗ,144.022.000662,1.0,57 days
653,2019-11-11,2020-12-15,2021-02-18,СЗ,144.022.000662,1.0,65 days
654,2019-11-11,2020-12-15,2021-05-07,СЗ,144.022.000662,1.0,143 days
655,2019-11-11,2020-12-15,2021-06-07,СЗ,144.022.000662,1.0,174 days
656,2019-11-11,2020-12-15,2021-06-08,СЗ,144.022.000662,1.0,175 days
657,2019-11-11,2020-12-15,2021-06-08,СЗ,144.022.000662,1.0,175 days
658,2019-11-11,2020-12-15,2021-06-08,СЗ,144.022.000662,1.0,175 days
659,2019-11-11,2020-12-15,2021-06-09,СЗ,144.022.000662,1.0,176 days
660,2019-11-11,2020-12-15,2021-06-09,СЗ,144.022.000662,1.0,176 days
661,2019-11-11,2020-12-15,2021-06-10,СЗ,144.022.000662,1.0,177 days
662,2019-11-11,2020-12-15,2021-06-10,СЗ,144.022.000662,1.0,177 days
663,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000662,1.0,178 days
664,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000662,1.0,178 days
665,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000662,1.0,178 days
666,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000662,1.0,178 days
667,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000662,1.0,178 days
668,2019-11-11,2020-12-15,2021-06-15,СЗ,144.022.000662,1.0,182 days
669,2019-11-11,2020-12-15,2021-06-15,СЗ,144.022.000662,1.0,182 days
670,2019-11-11,2020-12-15,2021-06-17,СЗ,144.022.000662,1.0,184 days
671,2019-11-11,2020-12-15,2021-06-17,СЗ,144.022.000662,1.0,184 days
672,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188 days
673,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188 days
674,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188 days
675,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188 days
676,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188 days
677,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188 days
678,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188 days
679,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188 days
680,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188 days
681,2019-11-11,2020-12-15,2021-06-25,СЗ,144.022.000662,1.0,192 days
682,2019-11-11,2020-12-15,2021-06-25,СЗ,144.022.000662,1.0,192 days
683,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196 days
684,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196 days
685,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196 days
686,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196 days
687,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196 days
688,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196 days
689,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196 days
690,2019-11-11,2020-12-15,2021-06-30,СЗ,144.022.000662,1.0,197 days
691,2019-11-11,2020-12-15,2021-07-28,СЗ,144.022.000662,1.0,225 days
692,2019-11-11,2020-12-15,2021-07-28,СЗ,144.022.000662,1.0,225 days
693,2019-11-11,2020-12-15,2021-08-16,СЗ,144.022.000662,1.0,244 days
694,2019-11-11,2020-12-15,2021-08-16,СЗ,144.022.000662,1.0,244 days
695,2019-11-11,2020-12-15,2021-08-16,СЗ,144.022.000662,1.0,244 days
696,2019-11-11,2020-12-15,2021-08-17,СЗ,144.022.000662,1.0,245 days
697,2019-11-11,2020-12-15,2021-08-17,СЗ,144.022.000662,1.0,245 days
698,2019-11-11,2020-12-15,2021-08-19,СЗ,144.022.000662,1.0,247 days
699,2019-11-11,2020-12-15,2021-08-20,СЗ,144.022.000662,1.0,248 days
700,2019-11-11,2020-12-15,2021-08-20,СЗ,144.022.000662,1.0,248 days
