,CreationDate,ExecDate,Date,Stock,item_ID,Cnt,difference
45,2020-12-17,2021-03-18,2021-10-22,СЗ,144.022.000663,1.0,218
46,2020-12-17,2021-03-18,2021-10-22,СЗ,144.022.000663,1.0,218
47,2020-12-17,2021-03-18,2021-10-22,СЗ,144.022.000663,1.0,218
48,2020-12-17,2021-03-18,2021-10-22,СЗ,144.022.000663,1.0,218
49,2020-12-17,2021-03-18,2021-11-12,СЗ,144.022.000663,1.0,239
50,2020-12-17,2021-03-18,2021-11-12,СЗ,144.022.000663,1.0,239
51,2020-12-17,2021-03-18,2021-12-07,СЗ,144.022.000663,1.0,264
52,2020-12-17,2021-03-18,2021-12-07,СЗ,144.022.000663,1.0,264
53,2020-12-17,2021-03-18,2021-12-30,СЗ,144.022.000663,1.0,287
54,2020-12-17,2021-03-18,2021-12-30,СЗ,144.022.000663,1.0,287
55,2020-12-17,2021-03-18,2021-12-30,СЗ,144.022.000663,1.0,287
56,2020-12-17,2021-03-18,2021-12-30,СЗ,144.022.000663,1.0,287
57,2020-12-17,2021-03-18,2021-12-30,СЗ,144.022.000663,1.0,287
58,2020-12-17,2021-03-18,2021-12-30,СЗ,144.022.000663,1.0,287
59,2019-11-11,2020-12-15,2020-01-30,СЗ,144.022.000668,3.0,-320
60,2019-11-11,2020-12-15,2020-05-15,СЗ,144.022.000668,3.0,-214
61,2019-11-11,2020-12-15,2020-06-10,СЗ,144.022.000668,3.0,-188
62,2019-11-11,2020-12-15,2020-06-23,СЗ,144.022.000668,3.0,-175
63,2019-11-11,2020-12-15,2020-06-23,СЗ,144.022.000668,3.0,-175
64,2019-11-11,2020-12-15,2020-06-23,СЗ,144.022.000668,3.0,-175
65,2019-11-11,2020-12-15,2020-06-25,СЗ,144.022.000668,3.0,-173
66,2019-11-11,2020-12-15,2020-06-25,СЗ,144.022.000668,3.0,-173
67,2019-11-11,2020-12-15,2020-07-02,СЗ,144.022.000668,3.0,-166
68,2019-11-11,2020-12-15,2020-07-06,СЗ,144.022.000668,3.0,-162
69,2019-11-11,2020-12-15,2020-07-06,СЗ,144.022.000668,3.0,-162
70,2019-11-11,2020-12-15,2020-07-09,СЗ,144.022.000668,3.0,-159
71,2019-11-11,2020-12-15,2020-07-09,СЗ,144.022.000668,3.0,-159
72,2019-11-11,2020-12-15,2020-07-13,СЗ,144.022.000668,3.0,-155
73,2019-11-11,2020-12-15,2020-07-13,СЗ,144.022.000668,3.0,-155
74,2019-11-11,2020-12-15,2020-08-04,СЗ,144.022.000668,3.0,-133
75,2019-11-11,2020-12-15,2020-08-21,СЗ,144.022.000668,3.0,-116
76,2019-11-11,2020-12-15,2020-09-07,СЗ,144.022.000668,3.0,-99
77,2019-11-11,2020-12-15,2020-09-14,СЗ,144.022.000668,3.0,-92
78,2019-11-11,2020-12-15,2020-09-16,СЗ,144.022.000668,3.0,-90
79,2019-11-11,2020-12-15,2020-10-02,СЗ,144.022.000668,3.0,-74
80,2019-11-11,2020-12-15,2020-10-28,СЗ,144.022.000668,3.0,-48
81,2019-11-11,2020-12-15,2020-10-28,СЗ,144.022.000668,3.0,-48
82,2019-11-11,2020-12-15,2020-11-09,СЗ,144.022.000668,3.0,-36
83,2019-11-11,2020-12-15,2020-11-10,СЗ,144.022.000668,3.0,-35
84,2019-11-11,2020-12-15,2020-11-11,СЗ,144.022.000668,3.0,-34
85,2019-11-11,2020-12-15,2020-11-11,СЗ,144.022.000668,3.0,-34
86,2019-11-11,2020-12-15,2020-11-12,СЗ,144.022.000668,3.0,-33
87,2019-11-11,2020-12-15,2020-11-12,СЗ,144.022.000668,3.0,-33
88,2019-11-11,2020-12-15,2020-11-13,СЗ,144.022.000668,3.0,-32
89,2019-11-11,2020-12-15,2020-11-13,СЗ,144.022.000668,3.0,-32
90,2019-11-11,2020-12-15,2020-11-16,СЗ,144.022.000668,3.0,-29
91,2019-11-11,2020-12-15,2020-11-16,СЗ,144.022.000668,3.0,-29
92,2019-11-11,2020-12-15,2020-11-17,СЗ,144.022.000668,3.0,-28
93,2019-11-11,2020-12-15,2020-11-17,СЗ,144.022.000668,3.0,-28
94,2019-11-11,2020-12-15,2020-11-20,СЗ,144.022.000668,3.0,-25
95,2019-11-11,2020-12-15,2020-11-23,СЗ,144.022.000668,3.0,-22
96,2019-11-11,2020-12-15,2020-11-23,СЗ,144.022.000668,3.0,-22
97,2019-11-11,2020-12-15,2020-11-24,СЗ,144.022.000668,3.0,-21
98,2019-11-11,2020-12-15,2020-11-24,СЗ,144.022.000668,3.0,-21
99,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000668,3.0,-19
100,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000668,3.0,-19
101,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000668,3.0,-19
102,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000668,3.0,-19
103,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000668,3.0,-19
104,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000668,3.0,-19
105,2019-11-11,2020-12-15,2020-11-27,СЗ,144.022.000668,3.0,-18
106,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15
107,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15
108,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15
109,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15
110,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15
111,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15
112,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000668,3.0,-15
113,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11
114,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11
115,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11
116,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11
117,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11
118,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11
119,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000668,3.0,-11
120,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000668,3.0,-8
121,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000668,3.0,-8
122,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000668,3.0,-8
123,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000668,3.0,-8
124,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000668,3.0,-8
125,2019-11-11,2020-12-15,2020-12-08,СЗ,144.022.000668,3.0,-7
126,2019-11-11,2020-12-15,2020-12-08,СЗ,144.022.000668,3.0,-7
127,2019-11-11,2020-12-15,2020-12-08,СЗ,144.022.000668,3.0,-7
128,2019-11-11,2020-12-15,2020-12-10,СЗ,144.022.000668,3.0,-5
129,2019-11-11,2020-12-15,2020-12-21,СЗ,144.022.000668,3.0,6
130,2019-11-11,2020-12-15,2021-01-29,СЗ,144.022.000668,3.0,45
131,2019-11-11,2020-12-15,2021-05-07,СЗ,144.022.000668,3.0,143
132,2019-11-11,2020-12-15,2021-06-07,СЗ,144.022.000668,3.0,174
133,2019-11-11,2020-12-15,2021-06-08,СЗ,144.022.000668,3.0,175
134,2019-11-11,2020-12-15,2021-06-10,СЗ,144.022.000668,3.0,177
135,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000668,3.0,178
136,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000668,3.0,178
137,2019-11-11,2020-12-15,2021-06-17,СЗ,144.022.000668,3.0,184
138,2019-11-11,2020-12-15,2021-06-17,СЗ,144.022.000668,3.0,184
139,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000668,3.0,188
140,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000668,3.0,188
141,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000668,3.0,188
142,2019-11-11,2020-12-15,2021-06-25,СЗ,144.022.000668,3.0,192
143,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196
144,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196
145,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196
146,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196
147,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196
148,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196
149,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000668,3.0,196
150,2019-11-11,2020-12-15,2021-07-28,СЗ,144.022.000668,3.0,225
151,2019-11-11,2020-12-15,2021-08-16,СЗ,144.022.000668,3.0,244
152,2019-11-11,2020-12-15,2021-08-17,СЗ,144.022.000668,3.0,245
153,2019-11-11,2020-12-15,2021-08-20,СЗ,144.022.000668,3.0,248
154,2019-11-11,2020-12-15,2021-09-30,СЗ,144.022.000668,3.0,289
155,2019-11-11,2020-12-15,2021-09-30,СЗ,144.022.000668,3.0,289
156,2019-11-11,2020-12-15,2021-10-21,СЗ,144.022.000668,3.0,310
157,2019-11-11,2020-12-15,2021-10-22,СЗ,144.022.000668,3.0,311
158,2019-11-11,2020-12-15,2021-10-26,СЗ,144.022.000668,3.0,315
159,2019-11-11,2020-12-15,2021-11-12,СЗ,144.022.000668,3.0,332
160,2019-11-11,2020-12-15,2021-12-14,СЗ,144.022.000668,3.0,364
161,2019-11-11,2020-12-15,2021-12-14,СЗ,144.022.000668,3.0,364
162,2019-11-11,2020-12-15,2021-12-21,СЗ,144.022.000668,3.0,371
163,2019-11-11,2020-12-15,2021-12-30,СЗ,144.022.000668,3.0,380
164,2019-11-11,2020-12-15,2021-12-30,СЗ,144.022.000668,3.0,380
165,2019-11-11,2020-12-15,2021-12-30,СЗ,144.022.000668,3.0,380
166,2019-08-21,2020-12-15,2020-02-03,СЗ,144.022.000636,3.0,-316
167,2019-08-21,2020-12-15,2020-02-21,СЗ,144.022.000636,3.0,-298
168,2019-08-21,2020-12-15,2020-03-20,СЗ,144.022.000636,3.0,-270
169,2019-08-21,2020-12-15,2020-03-23,СЗ,144.022.000636,3.0,-267
170,2019-08-21,2020-12-15,2020-06-08,СЗ,144.022.000636,3.0,-190
171,2019-08-21,2020-12-15,2020-06-08,СЗ,144.022.000636,3.0,-190
172,2019-08-21,2020-12-15,2020-06-22,СЗ,144.022.000636,3.0,-176
173,2019-08-21,2020-12-15,2020-06-22,СЗ,144.022.000636,3.0,-176
174,2019-08-21,2020-12-15,2020-07-23,СЗ,144.022.000636,3.0,-145
175,2019-08-21,2020-12-15,2020-12-07,СЗ,144.022.000636,3.0,-8
176,2019-08-21,2020-12-15,2020-12-22,СЗ,144.022.000636,3.0,7
177,2019-08-21,2020-12-15,2021-12-24,СЗ,144.022.000636,3.0,374
178,2020-02-20,2020-12-15,2020-03-05,СЗ,145.022.000027,12.0,-285
179,2020-02-12,2020-12-15,2021-10-25,СЗ,145.022.000023,6.0,314
180,2020-02-12,2020-12-15,2021-10-25,СЗ,145.022.000023,6.0,314
181,2021-11-02,2022-12-01,2021-11-03,У,238.179.000005,500.0,-393
182,2021-11-02,2022-12-01,2021-11-29,У,238.179.000005,500.0,-367
183,2021-11-02,2022-12-01,2021-11-29,У,238.179.000005,500.0,-367
184,2019-11-11,2020-12-15,2020-02-14,СЗ,144.022.000662,1.0,-305
185,2019-11-11,2020-12-15,2020-02-20,СЗ,144.022.000662,1.0,-299
186,2019-11-11,2020-12-15,2020-02-20,СЗ,144.022.000662,1.0,-299
187,2019-11-11,2020-12-15,2020-03-06,СЗ,144.022.000662,1.0,-284
188,2019-11-11,2020-12-15,2020-03-20,СЗ,144.022.000662,1.0,-270
189,2019-11-11,2020-12-15,2020-03-31,СЗ,144.022.000662,1.0,-259
190,2019-11-11,2020-12-15,2020-05-15,СЗ,144.022.000662,1.0,-214
191,2019-11-11,2020-12-15,2020-06-08,СЗ,144.022.000662,1.0,-190
192,2019-11-11,2020-12-15,2020-06-10,СЗ,144.022.000662,1.0,-188
193,2019-11-11,2020-12-15,2020-06-23,СЗ,144.022.000662,1.0,-175
194,2019-11-11,2020-12-15,2020-06-23,СЗ,144.022.000662,1.0,-175
195,2019-11-11,2020-12-15,2020-06-25,СЗ,144.022.000662,1.0,-173
196,2019-11-11,2020-12-15,2020-06-25,СЗ,144.022.000662,1.0,-173
197,2019-11-11,2020-12-15,2020-06-25,СЗ,144.022.000662,1.0,-173
198,2019-11-11,2020-12-15,2020-07-02,СЗ,144.022.000662,1.0,-166
199,2019-11-11,2020-12-15,2020-07-06,СЗ,144.022.000662,1.0,-162
200,2019-11-11,2020-12-15,2020-07-06,СЗ,144.022.000662,1.0,-162
201,2019-11-11,2020-12-15,2020-07-09,СЗ,144.022.000662,1.0,-159
202,2019-11-11,2020-12-15,2020-07-09,СЗ,144.022.000662,1.0,-159
203,2019-11-11,2020-12-15,2020-07-13,СЗ,144.022.000662,1.0,-155
204,2019-11-11,2020-12-15,2020-07-13,СЗ,144.022.000662,1.0,-155
205,2019-11-11,2020-12-15,2020-08-21,СЗ,144.022.000662,1.0,-116
206,2019-11-11,2020-12-15,2020-09-07,СЗ,144.022.000662,1.0,-99
207,2019-11-11,2020-12-15,2020-09-16,СЗ,144.022.000662,1.0,-90
208,2019-11-11,2020-12-15,2020-10-02,СЗ,144.022.000662,1.0,-74
209,2019-11-11,2020-12-15,2020-10-28,СЗ,144.022.000662,1.0,-48
210,2019-11-11,2020-12-15,2020-10-28,СЗ,144.022.000662,1.0,-48
211,2019-11-11,2020-12-15,2020-11-09,СЗ,144.022.000662,1.0,-36
212,2019-11-11,2020-12-15,2020-11-10,СЗ,144.022.000662,1.0,-35
213,2019-11-11,2020-12-15,2020-11-11,СЗ,144.022.000662,1.0,-34
214,2019-11-11,2020-12-15,2020-11-11,СЗ,144.022.000662,1.0,-34
215,2019-11-11,2020-12-15,2020-11-11,СЗ,144.022.000662,1.0,-34
216,2019-11-11,2020-12-15,2020-11-12,СЗ,144.022.000662,1.0,-33
217,2019-11-11,2020-12-15,2020-11-12,СЗ,144.022.000662,1.0,-33
218,2019-11-11,2020-12-15,2020-11-13,СЗ,144.022.000662,1.0,-32
219,2019-11-11,2020-12-15,2020-11-13,СЗ,144.022.000662,1.0,-32
220,2019-11-11,2020-12-15,2020-11-13,СЗ,144.022.000662,1.0,-32
221,2019-11-11,2020-12-15,2020-11-16,СЗ,144.022.000662,1.0,-29
222,2019-11-11,2020-12-15,2020-11-16,СЗ,144.022.000662,1.0,-29
223,2019-11-11,2020-12-15,2020-11-16,СЗ,144.022.000662,1.0,-29
224,2019-11-11,2020-12-15,2020-11-16,СЗ,144.022.000662,1.0,-29
225,2019-11-11,2020-12-15,2020-11-17,СЗ,144.022.000662,1.0,-28
226,2019-11-11,2020-12-15,2020-11-17,СЗ,144.022.000662,1.0,-28
227,2019-11-11,2020-12-15,2020-11-20,СЗ,144.022.000662,1.0,-25
228,2019-11-11,2020-12-15,2020-11-23,СЗ,144.022.000662,1.0,-22
229,2019-11-11,2020-12-15,2020-11-23,СЗ,144.022.000662,1.0,-22
230,2019-11-11,2020-12-15,2020-11-24,СЗ,144.022.000662,1.0,-21
231,2019-11-11,2020-12-15,2020-11-24,СЗ,144.022.000662,1.0,-21
232,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19
233,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19
234,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19
235,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19
236,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19
237,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19
238,2019-11-11,2020-12-15,2020-11-26,СЗ,144.022.000662,1.0,-19
239,2019-11-11,2020-12-15,2020-11-27,СЗ,144.022.000662,1.0,-18
240,2019-11-11,2020-12-15,2020-11-27,СЗ,144.022.000662,1.0,-18
241,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15
242,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15
243,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15
244,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15
245,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15
246,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15
247,2019-11-11,2020-12-15,2020-11-30,СЗ,144.022.000662,1.0,-15
248,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11
249,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11
250,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11
251,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11
252,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11
253,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11
254,2019-11-11,2020-12-15,2020-12-04,СЗ,144.022.000662,1.0,-11
255,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8
256,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8
257,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8
258,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8
259,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8
260,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8
261,2019-11-11,2020-12-15,2020-12-07,СЗ,144.022.000662,1.0,-8
262,2019-11-11,2020-12-15,2020-12-08,СЗ,144.022.000662,1.0,-7
263,2019-11-11,2020-12-15,2020-12-08,СЗ,144.022.000662,1.0,-7
264,2019-11-11,2020-12-15,2020-12-08,СЗ,144.022.000662,1.0,-7
265,2019-11-11,2020-12-15,2020-12-10,СЗ,144.022.000662,1.0,-5
266,2019-11-11,2020-12-15,2020-12-21,СЗ,144.022.000662,1.0,6
267,2019-11-11,2020-12-15,2021-02-09,СЗ,144.022.000662,1.0,56
268,2019-11-11,2020-12-15,2021-02-10,СЗ,144.022.000662,1.0,57
269,2019-11-11,2020-12-15,2021-02-10,СЗ,144.022.000662,1.0,57
270,2019-11-11,2020-12-15,2021-02-10,СЗ,144.022.000662,1.0,57
271,2019-11-11,2020-12-15,2021-02-18,СЗ,144.022.000662,1.0,65
272,2019-11-11,2020-12-15,2021-05-07,СЗ,144.022.000662,1.0,143
273,2019-11-11,2020-12-15,2021-06-07,СЗ,144.022.000662,1.0,174
274,2019-11-11,2020-12-15,2021-06-08,СЗ,144.022.000662,1.0,175
275,2019-11-11,2020-12-15,2021-06-08,СЗ,144.022.000662,1.0,175
276,2019-11-11,2020-12-15,2021-06-08,СЗ,144.022.000662,1.0,175
277,2019-11-11,2020-12-15,2021-06-09,СЗ,144.022.000662,1.0,176
278,2019-11-11,2020-12-15,2021-06-09,СЗ,144.022.000662,1.0,176
279,2019-11-11,2020-12-15,2021-06-10,СЗ,144.022.000662,1.0,177
280,2019-11-11,2020-12-15,2021-06-10,СЗ,144.022.000662,1.0,177
281,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000662,1.0,178
282,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000662,1.0,178
283,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000662,1.0,178
284,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000662,1.0,178
285,2019-11-11,2020-12-15,2021-06-11,СЗ,144.022.000662,1.0,178
286,2019-11-11,2020-12-15,2021-06-15,СЗ,144.022.000662,1.0,182
287,2019-11-11,2020-12-15,2021-06-15,СЗ,144.022.000662,1.0,182
288,2019-11-11,2020-12-15,2021-06-17,СЗ,144.022.000662,1.0,184
289,2019-11-11,2020-12-15,2021-06-17,СЗ,144.022.000662,1.0,184
290,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188
291,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188
292,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188
293,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188
294,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188
295,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188
296,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188
297,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188
298,2019-11-11,2020-12-15,2021-06-21,СЗ,144.022.000662,1.0,188
299,2019-11-11,2020-12-15,2021-06-25,СЗ,144.022.000662,1.0,192
300,2019-11-11,2020-12-15,2021-06-25,СЗ,144.022.000662,1.0,192
301,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196
302,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196
303,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196
304,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196
305,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196
306,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196
307,2019-11-11,2020-12-15,2021-06-29,СЗ,144.022.000662,1.0,196
308,2019-11-11,2020-12-15,2021-06-30,СЗ,144.022.000662,1.0,197
309,2019-11-11,2020-12-15,2021-07-28,СЗ,144.022.000662,1.0,225
310,2019-11-11,2020-12-15,2021-07-28,СЗ,144.022.000662,1.0,225
311,2019-11-11,2020-12-15,2021-08-16,СЗ,144.022.000662,1.0,244
312,2019-11-11,2020-12-15,2021-08-16,СЗ,144.022.000662,1.0,244
313,2019-11-11,2020-12-15,2021-08-16,СЗ,144.022.000662,1.0,244
314,2019-11-11,2020-12-15,2021-08-17,СЗ,144.022.000662,1.0,245
315,2019-11-11,2020-12-15,2021-08-17,СЗ,144.022.000662,1.0,245
316,2019-11-11,2020-12-15,2021-08-19,СЗ,144.022.000662,1.0,247
317,2019-11-11,2020-12-15,2021-08-20,СЗ,144.022.000662,1.0,248
318,2019-11-11,2020-12-15,2021-08-20,СЗ,144.022.000662,1.0,248
319,2019-11-11,2020-12-15,2021-09-08,СЗ,144.022.000662,1.0,267
320,2019-11-11,2020-12-15,2021-09-21,СЗ,144.022.000662,1.0,280
321,2019-11-11,2020-12-15,2021-09-30,СЗ,144.022.000662,1.0,289
322,2019-11-11,2020-12-15,2021-09-30,СЗ,144.022.000662,1.0,289
323,2019-11-11,2020-12-15,2021-10-21,СЗ,144.022.000662,1.0,310
324,2019-11-11,2020-12-15,2021-10-22,СЗ,144.022.000662,1.0,311
325,2019-11-11,2020-12-15,2021-10-22,СЗ,144.022.000662,1.0,311
326,2019-11-11,2020-12-15,2021-10-26,СЗ,144.022.000662,1.0,315
327,2019-11-11,2020-12-15,2021-10-27,СЗ,144.022.000662,1.0,316
328,2019-11-11,2020-12-15,2021-11-12,СЗ,144.022.000662,1.0,332
329,2019-11-11,2020-12-15,2021-11-12,СЗ,144.022.000662,1.0,332
330,2019-11-11,2020-12-15,2021-11-12,СЗ,144.022.000662,1.0,332
331,2019-11-11,2020-12-15,2021-12-07,СЗ,144.022.000662,1.0,357
332,2019-11-11,2020-12-15,2021-12-08,СЗ,144.022.000662,1.0,358
333,2019-11-11,2020-12-15,2021-12-14,СЗ,144.022.000662,1.0,364
334,2019-11-11,2020-12-15,2021-12-14,СЗ,144.022.000662,1.0,364
